imdb_code,title,year,worldwide $,domestic $,domestic %,foreign $,foreign %
tt1800741,Step Up Revolution,2012,140470746.0,35074677.0,25.0,105396069.0,75.0
tt5173200,The Best Exotic Marigold Hotel,2012,136836156.0,46412041.0,33.9,90424115.0,66.1
No_code,Last Vegas,2012,134402450.0,63914167.0,47.6,70488283.0,52.4
tt1790885,Zero Dark Thirty,2012,132820716.0,95720716.0,72.1,37100000.0,27.9
tt5280288,Ghost Rider: Spirit of Vengeance,2012,132563930.0,51774002.0,39.1,80789928.0,60.9
tt1371111,Cloud Atlas,2012,130482868.0,27108272.0,20.8,103374596.0,79.2
tt1596365,The Woman in Black,2012,128955898.0,54333290.0,42.1,74622608.0,57.9
tt1706593,Chronicle,2012,126636097.0,64575175.0,51.0,62060922.0,49.0
No_code,Walking with Dinosaurs 3D,2012,126546518.0,36076121.0,28.5,90470397.0,71.5
tt2332839,The Pirates! Band of Misfits,2012,123054041.0,31051126.0,25.2,92002915.0,74.8
tt1047540,Parental Guidance,2012,119772232.0,77267296.0,64.5,42504936.0,35.5
tt1611224,Abraham Lincoln: Vampire Hunter,2012,116471580.0,37519139.0,32.2,78952441.0,67.8
tt1981677,Pitch Perfect,2012,115350426.0,65001093.0,56.4,50349333.0,43.6
tt1535438,Hope Springs,2012,114281051.0,63536011.0,55.6,50745040.0,44.4
tt1623288,ParaNorman,2012,107139399.0,56003051.0,52.3,51136348.0,47.7
tt1790886,The Campaign,2012,104907746.0,86907746.0,82.8,18000000.0,17.2
No_code,Star Wars: Episode I - The Phantom Menace 2012 3D Release,2012,102739593.0,43456382.0,42.3,59283211.0,57.7
tt1636826,Project X,2012,102731865.0,54731865.0,53.3,48000000.0,46.7
tt1560985,The Devil Inside,2012,101758490.0,53261944.0,52.3,48496546.0,47.7
tt1327194,The Lucky One,2012,99357138.0,60457138.0,60.8,38900000.0,39.2
tt1524137,Contraband,2012,96262212.0,66528000.0,69.1,29734212.0,30.9
tt1621045,Think Like a Man,2012,96070507.0,91547205.0,95.3,4523302.0,4.7
tt1758830,This Is 40,2012,88215156.0,67544505.0,76.6,20670651.0,23.4
tt0431021,The Possession,2012,85446075.0,49130154.0,57.5,36315921.0,42.5
tt1586265,What to Expect When You're Expecting,2012,84384002.0,41152203.0,48.8,43231799.0,51.2
tt1615065,Savages,2012,82966152.0,47382068.0,57.1,35584084.0,42.9
tt1922777,Sinister,2012,82515113.0,48086903.0,58.3,34428210.0,41.7
tt1591479,Act of Valor,2012,82497035.0,70012847.0,84.9,12484188.0,15.1
tt1142977,Frankenweenie,2012,81491068.0,35291068.0,43.3,46200000.0,56.7
tt2180290,The Grey,2012,79781695.0,51580236.0,64.7,28201459.0,35.3
tt2023453,Diary of a Wimpy Kid: Dog Days,2012,77229695.0,49008662.0,63.5,28221033.0,36.5
tt1859650,To Rome with Love,2012,73244881.0,16685867.0,22.8,56559014.0,77.2
tt1648179,Here Comes the Boom,2012,73100172.0,45290318.0,62.0,27809854.0,38.0
tt7371706,The Cabin in the Woods,2012,69935600.0,42073277.0,60.2,27862323.0,39.8
No_code,Finding Nemo 2012 3D Release,2012,69328283.0,41128283.0,59.3,28200000.0,40.7
tt1781769,Anna Karenina,2012,68929150.0,12816367.0,18.6,56112783.0,81.4
tt1298649,The Watch,2012,68267862.0,35353000.0,51.8,32914862.0,48.2
tt1748122,Moonrise Kingdom,2012,68263166.0,45512466.0,66.7,22750700.0,33.3
tt2215285,Madea's Witness Protection,2012,66899242.0,65653242.0,98.1,1246000.0,1.9
No_code,Beauty and the Beast 2012 3D Release,2012,62767829.0,47617067.0,75.9,15150762.0,24.1
