,title,year,worldwide $,domestic $,domestic %,foreign $,foreign %
978,The Thieves,2012,87126367.0,685839.0,0.8,86440528.0,99.2
979,The Possession,2012,85446075.0,49130154.0,57.5,36315921.0,42.5
980,What to Expect When You're Expecting,2012,84384002.0,41152203.0,48.8,43231799.0,51.2
981,Savages,2012,82966152.0,47382068.0,57.1,35584084.0,42.9
982,Sinister,2012,82515113.0,48086903.0,58.3,34428210.0,41.7
983,Act of Valor,2012,82497035.0,70012847.0,84.9,12484188.0,15.1
984,Frankenweenie,2012,81491068.0,35291068.0,43.3,46200000.0,56.7
985,The Grey,2012,79781695.0,51580236.0,64.7,28201459.0,35.3
986,Diary of a Wimpy Kid: Dog Days,2012,77229695.0,49008662.0,63.5,28221033.0,36.5
987,Thermae Romae,2012,74285251.0,0.0,0.0,74285251.0,100.0
988,One Piece Film Z,2012,74223861.0,0.0,0.0,74223861.0,100.0
989,To Rome with Love,2012,73244881.0,16685867.0,22.8,56559014.0,77.2
990,Here Comes the Boom,2012,73100172.0,45290318.0,62.0,27809854.0,38.0
991,Bayside Shakedown the Final,2012,72867395.0,0.0,0.0,72867395.0,100.0
992,The Cabin in the Woods,2012,69935600.0,42073277.0,60.2,27862323.0,39.8
993,Finding Nemo 2012 3D Release,2012,69328283.0,41128283.0,59.3,28200000.0,40.7
994,Anna Karenina,2012,68929150.0,12816367.0,18.6,56112783.0,81.4
995,The Watch,2012,68267862.0,35353000.0,51.8,32914862.0,48.2
996,Moonrise Kingdom,2012,68263166.0,45512466.0,66.7,22750700.0,33.3
997,The Secret of the Gods,2012,67537798.0,0.0,0.0,67537798.0,100.0
998,Madea's Witness Protection,2012,66899242.0,65653242.0,98.1,1246000.0,1.9
999,Beauty and the Beast 2012 3D Release,2012,62767829.0,47617067.0,75.9,15150762.0,24.1
